Protein ID,Entry Name,Gene,Protein,Protein name,Protein Length,Organism,Protein Existence,Protein Probability,Top Peptide Probability,PD1,CTRL,log2FC_PD1_vs_CTRL,time
O14683,P5I11_HUMAN,TP53I11,sp|O14683|P5I11_HUMAN,Tumor protein p53-inducible protein 11,189,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.005143234336009,-15.005143234336009,0 min
O14715,RGPD8_HUMAN,RGPD8,sp|O14715|RGPD8_HUMAN,RANBP2-like and GRIP domain-containing protein 8,1765,Homo sapiens,1:Experimental evidence at protein level,0.9994,0.9989,0.0,0.0,0.0,0 min
O14734,ACOT8_HUMAN,ACOT8,sp|O14734|ACOT8_HUMAN,Acyl-coenzyme A thioesterase 8,319,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9989,0.0,14.741027348276354,-14.741027348276354,0 min
O14737,PDCD5_HUMAN,PDCD5,sp|O14737|PDCD5_HUMAN,Programmed cell death protein 5,125,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.23458778263273,18.637600242178408,0.5969875404543217,0 min
O14744,ANM5_HUMAN,PRMT5,sp|O14744|ANM5_HUMAN,Protein arginine N-methyltransferase 5,637,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.13786480467861,16.770637827963373,1.3672269767152372,0 min
O14745,NHRF1_HUMAN,SLC9A3R1,sp|O14745|NHRF1_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,358,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.40456050449469,17.7012850027934,-0.29672449829871184,0 min
O14757,CHK1_HUMAN,CHEK1,sp|O14757|CHK1_HUMAN,Serine/threonine-protein kinase Chk1,476,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.138984170963486,13.943732547833447,0.19525162313003896,0 min
O14777,NDC80_HUMAN,NDC80,sp|O14777|NDC80_HUMAN,Kinetochore protein NDC80 homolog,642,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.627501282114713,-13.627501282114713,0 min
O14782,KIF3C_HUMAN,KIF3C,sp|O14782|KIF3C_HUMAN,Kinesin-like protein KIF3C,793,Homo sapiens,1:Experimental evidence at protein level,0.9991,0.999,0.0,0.0,0.0,0 min
O14802,RPC1_HUMAN,POLR3A,sp|O14802|RPC1_HUMAN,DNA-directed RNA polymerase III subunit RPC1,1390,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,16.037430485267354,-16.037430485267354,0 min
O14810,CPLX1_HUMAN,CPLX1,sp|O14810|CPLX1_HUMAN,Complexin-1,134,Homo sapiens,1:Experimental evidence at protein level,0.9318,0.999,0.0,0.0,0.0,0 min
O14818,PSA7_HUMAN,PSMA7,sp|O14818|PSA7_HUMAN,Proteasome subunit alpha type-7,248,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.635666971079175,17.281163029244635,0.35450394183454037,0 min
O14828,SCAM3_HUMAN,SCAMP3,sp|O14828|SCAM3_HUMAN,Secretory carrier-associated membrane protein 3,347,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.12386342805044,15.037411051453779,1.0864523765966627,0 min
O14880,MGST3_HUMAN,MGST3,sp|O14880|MGST3_HUMAN,Microsomal glutathione S-transferase 3,152,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.487338243339682,14.62067202898461,-0.13333378564492726,0 min
O14907,TX1B3_HUMAN,TAX1BP3,sp|O14907|TX1B3_HUMAN,Tax1-binding protein 3,124,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.721123279718402,14.151065944324348,1.5700573353940541,0 min
O14908,GIPC1_HUMAN,GIPC1,sp|O14908|GIPC1_HUMAN,PDZ domain-containing protein GIPC1,333,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.584734537364781,-14.584734537364781,0 min
O14920,IKKB_HUMAN,IKBKB,sp|O14920|IKKB_HUMAN,Inhibitor of nuclear factor kappa-B kinase subunit beta,756,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.866225489161616,-14.866225489161616,0 min
O14925,TIM23_HUMAN,TIMM23,sp|O14925|TIM23_HUMAN,Mitochondrial import inner membrane translocase subunit Tim23,209,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.181779494016354,15.253295254542053,-1.071515760525699,0 min
O14929,HAT1_HUMAN,HAT1,sp|O14929|HAT1_HUMAN,Histone acetyltransferase type B catalytic subunit,419,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.34710495284278,15.977276121750164,1.369828831092617,0 min
O14933,UB2L6_HUMAN,UBE2L6,sp|O14933|UB2L6_HUMAN,Ubiquitin/ISG15-conjugating enzyme E2 L6,153,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.766725536934588,-14.766725536934588,0 min
O14949,QCR8_HUMAN,UQCRQ,sp|O14949|QCR8_HUMAN,Cytochrome b-c1 complex subunit 8,82,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.348645762540773,15.415049826942589,0.9335959355981842,0 min
O14950,ML12B_HUMAN,MYL12B,sp|O14950|ML12B_HUMAN,Myosin regulatory light chain 12B,172,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.63360156317959,17.895011086833797,0.7385904763457916,0 min
O14957,QCR10_HUMAN,UQCR11,sp|O14957|QCR10_HUMAN,Cytochrome b-c1 complex subunit 10,56,Homo sapiens,1:Experimental evidence at protein level,0.9319,0.999,0.0,0.0,0.0,0 min
O14964,HGS_HUMAN,HGS,sp|O14964|HGS_HUMAN,Hepatocyte growth factor-regulated tyrosine kinase substrate,777,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.96551587333304,15.57802099747809,0.3874948758549497,0 min
O14965,AURKA_HUMAN,AURKA,sp|O14965|AURKA_HUMAN,Aurora kinase A,403,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.057131905910627,-14.057131905910627,0 min
O14967,CLGN_HUMAN,CLGN,sp|O14967|CLGN_HUMAN,Calmegin,610,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.613695265011627,15.227147728546253,-0.6134524635346263,0 min
O14972,VP26C_HUMAN,VPS26C,sp|O14972|VP26C_HUMAN,Vacuolar protein sorting-associated protein 26C,297,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.152008605684859,12.562864738467876,1.5891438672169826,0 min
O14974,MYPT1_HUMAN,PPP1R12A,sp|O14974|MYPT1_HUMAN,Protein phosphatase 1 regulatory subunit 12A,1030,Homo sapiens,1:Experimental evidence at protein level,0.9999,0.999,16.309063289151798,15.619162336240244,0.6899009529115538,0 min
O14979,HNRDL_HUMAN,HNRNPDL,sp|O14979|HNRDL_HUMAN,Heterogeneous nuclear ribonucleoprotein D-like,420,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,12.420887364264882,-12.420887364264882,0 min
O14980,XPO1_HUMAN,XPO1,sp|O14980|XPO1_HUMAN,Exportin-1,1071,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.77305508999415,16.073305405948915,0.6997496840452335,0 min
O14981,BTAF1_HUMAN,BTAF1,sp|O14981|BTAF1_HUMAN,TATA-binding protein-associated factor 172,1849,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.589649098560443,-14.589649098560443,0 min
O15037,KHNYN_HUMAN,KHNYN,sp|O15037|KHNYN_HUMAN,Protein KHNYN,678,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
O15047,SET1A_HUMAN,SETD1A,sp|O15047|SET1A_HUMAN,Histone-lysine N-methyltransferase SETD1A,1707,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.789266782839087,-13.789266782839087,0 min
O15066,KIF3B_HUMAN,KIF3B,sp|O15066|KIF3B_HUMAN,Kinesin-like protein KIF3B,747,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9989,0.0,0.0,0.0,0 min
O15067,PUR4_HUMAN,PFAS,sp|O15067|PUR4_HUMAN,Phosphoribosylformylglycinamidine synthase,1338,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.571736795809596,16.563270020129906,0.008466775679689675,0 min
O15111,IKKA_HUMAN,CHUK,sp|O15111|IKKA_HUMAN,Inhibitor of nuclear factor kappa-B kinase subunit alpha,745,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.957579111562923,-14.957579111562923,0 min
O15116,LSM1_HUMAN,LSM1,sp|O15116|LSM1_HUMAN,U6 snRNA-associated Sm-like protein LSm1,133,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.246022040565936,16.081528584022024,0.16449345654391223,0 min
O15118,NPC1_HUMAN,NPC1,sp|O15118|NPC1_HUMAN,NPC intracellular cholesterol transporter 1,1278,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
O15121,DEGS1_HUMAN,DEGS1,sp|O15121|DEGS1_HUMAN,Sphingolipid delta(4)-desaturase DES1,323,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.929563192008093,15.235040403057273,-0.3054772110491797,0 min
O15126,SCAM1_HUMAN,SCAMP1,sp|O15126|SCAM1_HUMAN,Secretory carrier-associated membrane protein 1,338,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.645917432355539,14.62208157015776,0.023835862197778113,0 min
O15127,SCAM2_HUMAN,SCAMP2,sp|O15127|SCAM2_HUMAN,Secretory carrier-associated membrane protein 2,329,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.565900577123362,15.157124852825952,0.40877572429740994,0 min
O15143,ARC1B_HUMAN,ARPC1B,sp|O15143|ARC1B_HUMAN,Actin-related protein 2/3 complex subunit 1B,372,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.37929510101883,17.134946058878224,0.24434904214060538,0 min
O15144,ARPC2_HUMAN,ARPC2,sp|O15144|ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2,300,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.751986530506578,16.354879355768457,1.397107174738121,0 min
O15145,ARPC3_HUMAN,ARPC3,sp|O15145|ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3,178,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.741415449371644,16.501154697146703,0.24026075222494114,0 min
O15155,BET1_HUMAN,BET1,sp|O15155|BET1_HUMAN,BET1 homolog,118,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,14.702322868077266,0.0,14.702322868077266,0 min
O15182,CETN3_HUMAN,CETN3,sp|O15182|CETN3_HUMAN,Centrin-3,167,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.258113795892088,13.726414451294884,0.5316993445972038,0 min
O15212,PFD6_HUMAN,PFDN6,sp|O15212|PFD6_HUMAN,Prefoldin subunit 6,129,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.847079055864562,16.122959400226733,-0.27588034436217157,0 min
O15213,WDR46_HUMAN,WDR46,sp|O15213|WDR46_HUMAN,WD repeat-containing protein 46,610,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.218272306746169,13.815131482723016,-0.5968591759768476,0 min
O15228,GNPAT_HUMAN,GNPAT,sp|O15228|GNPAT_HUMAN,Dihydroxyacetone phosphate acyltransferase,680,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.842933521042948,15.820099913248745,0.022833607794202848,0 min
O15234,CASC3_HUMAN,CASC3,sp|O15234|CASC3_HUMAN,Protein CASC3,703,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.371049533382612,-14.371049533382612,0 min
O15235,RT12_HUMAN,MRPS12,sp|O15235|RT12_HUMAN,"28S ribosomal protein S12, mitochondrial",138,Homo sapiens,1:Experimental evidence at protein level,0.9932,0.999,0.0,13.812808647328849,-13.812808647328849,0 min
O15239,NDUA1_HUMAN,NDUFA1,sp|O15239|NDUA1_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,70,Homo sapiens,1:Experimental evidence at protein level,0.8943,0.9984,0.0,0.0,0.0,0 min
O15254,ACOX3_HUMAN,ACOX3,sp|O15254|ACOX3_HUMAN,Peroxisomal acyl-coenzyme A oxidase 3,700,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,13.46788392465095,-13.46788392465095,0 min
O15258,RER1_HUMAN,RER1,sp|O15258|RER1_HUMAN,Protein RER1,196,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.038056774550038,-15.038056774550038,0 min
O15260,SURF4_HUMAN,SURF4,sp|O15260|SURF4_HUMAN,Surfeit locus protein 4,269,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.775217508507923,14.928655171274636,0.8465623372332871,0 min
O15269,SPTC1_HUMAN,SPTLC1,sp|O15269|SPTC1_HUMAN,Serine palmitoyltransferase 1,473,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.443290881053871,14.946819574941888,0.4964713061119834,0 min
O15270,SPTC2_HUMAN,SPTLC2,sp|O15270|SPTC2_HUMAN,Serine palmitoyltransferase 2,562,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.657988164666063,14.76981899386104,0.888169170805023,0 min
O15294,OGT1_HUMAN,OGT,sp|O15294|OGT1_HUMAN,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,1046,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,13.882988780975904,14.653824731980816,-0.7708359510049121,0 min
O15304,SIVA_HUMAN,SIVA1,sp|O15304|SIVA_HUMAN,Apoptosis regulatory protein Siva,175,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,11.498852347156765,13.475694424990314,-1.976842077833549,0 min
O15305,PMM2_HUMAN,PMM2,sp|O15305|PMM2_HUMAN,Phosphomannomutase 2,246,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.63030040447727,16.45549194170452,0.1748084627727522,0 min
O15318,RPC7_HUMAN,POLR3G,sp|O15318|RPC7_HUMAN,DNA-directed RNA polymerase III subunit RPC7,223,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,0 min
O15347,HMGB3_HUMAN,HMGB3,sp|O15347|HMGB3_HUMAN,High mobility group protein B3,200,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.239596291817115,15.701538498412281,0.5380577934048336,0 min
O15355,PPM1G_HUMAN,PPM1G,sp|O15355|PPM1G_HUMAN,Protein phosphatase 1G,546,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.07330247670215,16.238887224005055,0.8344152526970952,0 min
O15372,EIF3H_HUMAN,EIF3H,sp|O15372|EIF3H_HUMAN,Eukaryotic translation initiation factor 3 subunit H,352,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.315274122384864,16.315739358437508,-0.0004652360526442578,0 min
O15381,NVL_HUMAN,NVL,sp|O15381|NVL_HUMAN,Nuclear valosin-containing protein-like,856,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.012457110884966,-15.012457110884966,0 min
O15382,BCAT2_HUMAN,BCAT2,sp|O15382|BCAT2_HUMAN,"Branched-chain-amino-acid aminotransferase, mitochondrial",392,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.506481925146204,16.73599516463277,-0.22951323948656466,0 min
O15397,IPO8_HUMAN,IPO8,sp|O15397|IPO8_HUMAN,Importin-8,1037,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.040856737389921,14.64565184705817,0.3952048903317511,0 min
O15446,RPA34_HUMAN,POLR1G,sp|O15446|RPA34_HUMAN,DNA-directed RNA polymerase I subunit RPA34,510,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.562092732074102,14.385589645654186,0.17650308641991685,0 min
O15498,YKT6_HUMAN,YKT6,sp|O15498|YKT6_HUMAN,Synaptobrevin homolog YKT6,198,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.669683983237169,-15.669683983237169,0 min
O15504,NUP42_HUMAN,NUP42,sp|O15504|NUP42_HUMAN,Nucleoporin NUP42,423,Homo sapiens,1:Experimental evidence at protein level,0.9999,0.999,0.0,0.0,0.0,0 min
O15511,ARPC5_HUMAN,ARPC5,sp|O15511|ARPC5_HUMAN,Actin-related protein 2/3 complex subunit 5,151,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.46524625219633,16.832176622259677,0.6330696299366529,0 min
O15514,RPB4_HUMAN,POLR2D,sp|O15514|RPB4_HUMAN,DNA-directed RNA polymerase II subunit RPB4,142,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.85630213751703,15.228324482806478,-0.372022345289448,0 min
O15541,R113A_HUMAN,RNF113A,sp|O15541|R113A_HUMAN,E3 ubiquitin-protein ligase RNF113A,343,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.112969261090527,14.85529442951804,0.25767483157248705,0 min
O43143,DHX15_HUMAN,DHX15,sp|O43143|DHX15_HUMAN,ATP-dependent RNA helicase DHX15,795,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.03729941993084,17.424546534271574,0.6127528856592654,0 min
O43149,ZZEF1_HUMAN,ZZEF1,sp|O43149|ZZEF1_HUMAN,Zinc finger ZZ-type and EF-hand domain-containing protein 1,2961,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.772071371873482,14.962418340725327,-0.19034696885184488,0 min
O43156,TTI1_HUMAN,TTI1,sp|O43156|TTI1_HUMAN,TELO2-interacting protein 1 homolog,1089,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.452706874653778,14.081895732309025,0.37081114234475265,0 min
O43159,RRP8_HUMAN,RRP8,sp|O43159|RRP8_HUMAN,Ribosomal RNA-processing protein 8,456,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.036129987543868,14.531571106398278,0.5045588811455897,0 min
O43169,CYB5B_HUMAN,CYB5B,sp|O43169|CYB5B_HUMAN,Cytochrome b5 type B,150,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.288814970603653,15.538329968730382,0.7504850018732707,0 min
O43175,SERA_HUMAN,PHGDH,sp|O43175|SERA_HUMAN,D-3-phosphoglycerate dehydrogenase,533,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.40335827145185,17.467063307263928,0.9362949641879226,0 min
O43181,NDUS4_HUMAN,NDUFS4,sp|O43181|NDUS4_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",175,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.658406062720232,0.0,16.658406062720232,0 min
O43237,DC1L2_HUMAN,DYNC1LI2,sp|O43237|DC1L2_HUMAN,Cytoplasmic dynein 1 light intermediate chain 2,492,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,17.018407759973787,-17.018407759973787,0 min
O43242,PSMD3_HUMAN,PSMD3,sp|O43242|PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3,534,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.62812232440972,16.748533955263508,0.8795883691462123,0 min
O43252,PAPS1_HUMAN,PAPSS1,sp|O43252|PAPS1_HUMAN,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,624,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.545922682250865,16.096506393270506,0.449416288980359,0 min
O43257,ZNHI1_HUMAN,ZNHIT1,sp|O43257|ZNHI1_HUMAN,Zinc finger HIT domain-containing protein 1,154,Homo sapiens,1:Experimental evidence at protein level,0.9719,0.999,0.0,0.0,0.0,0 min
O43264,ZW10_HUMAN,ZW10,sp|O43264|ZW10_HUMAN,Centromere/kinetochore protein zw10 homolog,779,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.575317797186038,16.210723351395693,0.3645944457903454,0 min
O43290,SNUT1_HUMAN,SART1,sp|O43290|SNUT1_HUMAN,U4/U6.U5 tri-snRNP-associated protein 1,800,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.351413592513275,15.692217043823916,0.6591965486893585,0 min
O43299,AP5Z1_HUMAN,AP5Z1,sp|O43299|AP5Z1_HUMAN,AP-5 complex subunit zeta-1,807,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.567226286813613,-14.567226286813613,0 min
O43324,MCA3_HUMAN,EEF1E1,sp|O43324|MCA3_HUMAN,Eukaryotic translation elongation factor 1 epsilon-1,174,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.571302323463469,15.938654347085972,-0.3673520236225034,0 min
O43390,HNRPR_HUMAN,HNRNPR,sp|O43390|HNRPR_HUMAN,Heterogeneous nuclear ribonucleoprotein R,633,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.637437365970726,17.438513297455803,0.1989240685149234,0 min
O43395,PRPF3_HUMAN,PRPF3,sp|O43395|PRPF3_HUMAN,U4/U6 small nuclear ribonucleoprotein Prp3,683,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.70021820864961,16.07465829128033,0.6255599173692801,0 min
O43396,TXNL1_HUMAN,TXNL1,sp|O43396|TXNL1_HUMAN,Thioredoxin-like protein 1,289,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.976620662170479,16.100782024843213,-0.12416136267273359,0 min
O43402,EMC8_HUMAN,EMC8,sp|O43402|EMC8_HUMAN,ER membrane protein complex subunit 8,210,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.999951921104863,13.919036484411697,1.0809154366931661,0 min
O43414,ERI3_HUMAN,ERI3,sp|O43414|ERI3_HUMAN,ERI1 exoribonuclease 3,337,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,15.613744580951659,-15.613744580951659,0 min
O43422,P52K_HUMAN,THAP12,sp|O43422|P52K_HUMAN,52 kDa repressor of the inhibitor of the protein kinase,761,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.606451424006169,-14.606451424006169,0 min
O43447,PPIH_HUMAN,PPIH,sp|O43447|PPIH_HUMAN,Peptidyl-prolyl cis-trans isomerase H,177,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.810393395467191,15.713069359984278,-0.902675964517087,0 min
O43482,MS18B_HUMAN,OIP5,sp|O43482|MS18B_HUMAN,Protein Mis18-beta,229,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,0.0,0.0,0.0,0 min
O43488,ARK72_HUMAN,AKR7A2,sp|O43488|ARK72_HUMAN,Aflatoxin B1 aldehyde reductase member 2,359,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.918403472646737,16.63717405063868,0.2812294220080567,0 min
O43502,RA51C_HUMAN,RAD51C,sp|O43502|RA51C_HUMAN,DNA repair protein RAD51 homolog 3,376,Homo sapiens,1:Experimental evidence at protein level,0.9999,0.999,0.0,0.0,0.0,0 min
O43504,LTOR5_HUMAN,LAMTOR5,sp|O43504|LTOR5_HUMAN,Ragulator complex protein LAMTOR5,91,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.269551153680897,14.870354122826106,1.3991970308547916,0 min
O43524,FOXO3_HUMAN,FOXO3,sp|O43524|FOXO3_HUMAN,Forkhead box protein O3,673,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,12.789024026871873,-12.789024026871873,0 min
O43541,SMAD6_HUMAN,SMAD6,sp|O43541|SMAD6_HUMAN,Mothers against decapentaplegic homolog 6,496,Homo sapiens,1:Experimental evidence at protein level,0.9466,0.9982,0.0,0.0,0.0,0 min
O43542,XRCC3_HUMAN,XRCC3,sp|O43542|XRCC3_HUMAN,DNA repair protein XRCC3,346,Homo sapiens,1:Experimental evidence at protein level,0.9996,0.999,0.0,0.0,0.0,0 min
